score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10
2104956.0,2049830.0,3458634.0,7521947.0,1.6813381E7,3.3490307E7,6.8188991E7,7.8476242E7,5.6218766E7,4.3603379E7
