user_id,ratings_count
275011,2070
41348,2070
8378,2070
10344,2070
144985,2069
210447,2069
276447,2069
35941,2068
23719,2067
5852,2067
49265,2067
274597,2066
263807,2066
135791,2066
276342,2065
337035,2065
38098,2065
39020,2065
298051,2065
136161,2065
170048,2065
225831,2064
70733,2064
253927,2064
28453,2064
223414,2063
131528,2062
43747,2062
47618,2061
21158,2060
269341,2060
348343,2060
316764,2059
89744,2059
338403,2058
155170,2058
317971,2057
22813,2057
335401,2057
135021,2057
71409,2056
125515,2056
29607,2056
235680,2055
141227,2055
42821,2054
191988,2054
74959,2054
96643,2053
201433,2053
102199,2053
308937,2053
182066,2052
100103,2052
250874,2052
229495,2051
83430,2051
203215,2050
114288,2050
291203,2050
297564,2050
260925,2049
10262,2049
99568,2048
54075,2047
67693,2047
263975,2047
312773,2047
352832,2047
37405,2046
57127,2045
128781,2045
195648,2045
44322,2045
115606,2044
190330,2043
189138,2043
233262,2043
195102,2043
286416,2043
312239,2043
243325,2042
130819,2042
40255,2042
240425,2042
247630,2041
229510,2041
324141,2041
81747,2041
315746,2040
332795,2040
239978,2040
283099,2040
258866,2040
171755,2039
16323,2039
253832,2039
249925,2039
143665,2039
57563,2039
243620,2039
107345,2038
308823,2038
153373,2038
227776,2038
134267,2037
64815,2037
151298,2037
134986,2036
